"","x"
"1",2000
"2",2014.81819835584
"3",2024.95619455067
"4",2026.35512037465
"5",2039.931250598
"6",2076.16542897874
"7",2111.16470907796
"8",2105.97561115656
"9",2081.75394367976
"10",2098.91831416898
"11",2108.00020710863
"12",2071.34250210671
"13",2000.06109401746
"14",1917.45360185231
"15",1839.33806070434
"16",1774.62497064958
"17",1734.40641470324
"18",1682.98282593238
"19",1648.3458882444
"20",1642.66405141852
"21",1661.78665450312
"22",1698.1167431841
"23",1699.33502484362
"24",1655.17026525255
"25",1617.77863853878
"26",1616.51836256381
"27",1643.31037666634
"28",1637.36079272693
"29",1631.4557214274
"30",1599.02317458799
"31",1562.4775354311
"32",1565.0068620333
"33",1568.2587072206
"34",1535.91218741587
"35",1499.58973841477
"36",1492.18595270819
"37",1490.33089833919
"38",1470.50190582187
"39",1426.39588330657
"40",1356.00741910637
"41",1313.62603419338
"42",1279.18808064004
"43",1199.9867213587
"44",1153.3230754302
"45",1138.94806649067
"46",1108.54934883355
"47",1094.76069902168
"48",1087.75034281014
"49",1101.20945787278
"50",1101.20776634513
"51",1109.52024718566
"52",1127.34357629071
"53",1174.62912552672
"54",1206.18519054606
"55",1227.86780014259
"56",1243.69473407284
"57",1245.04781827508
"58",1225.38602637544
"59",1191.96607475113
"60",1163.71431146154
"61",1145.27392274932
"62",1125.43922292798
"63",1087.69295164588
"64",1072.81940593234
"65",1083.57536041394
"66",1111.39809867471
"67",1109.10496328298
"68",1077.64127734689
"69",1056.60405067728
"70",1010.15321084585
"71",949.171914428946
"72",929.148170056509
"73",919.809669169186
"74",932.677458069393
"75",968.877198497516
"76",990.453387654046
"77",1014.16060613695
"78",1032.06606021112
"79",1086.41536162079
"80",1164.96165210886
"81",1230.54911974052
"82",1287.20459715387
"83",1306.4620807106
"84",1341.77908388276
"85",1398.47800456615
"86",1398.57219748342
"87",1409.01693502929
"88",1436.0459757053
"89",1471.21781975217
"90",1524.52255658709
"91",1574.19827566271
"92",1602.25578951803
"93",1632.58064126504
"94",1663.92109833353
"95",1708.84088314545
"96",1792.87245398414
"97",1873.59280966161
"98",1910.60775946658
"99",1905.34037377912
"100",1920.43506053228
"101",1937.90383561689
"102",1949.55564687401
"103",1967.32803137707
"104",2022.73116648152
"105",2051.8639952029
"106",2099.20744224043
"107",2137.5894699351
"108",2157.84030622412
"109",2179.91632853689
"110",2142.02070019669
"111",2085.64786466712
"112",2041.47173715215
"113",2026.54305566661
"114",1982.21705537135
"115",1956.80648658613
"116",1973.82787776826
"117",2005.39311683689
"118",2013.0532573768
"119",2000.19337082279
"120",1996.81502737761
"121",1976.54373284245
"122",1909.88579979684
"123",1864.21792958097
"124",1869.83410960644
"125",1874.9651262193
"126",1875.91644095216
"127",1892.10576239389
"128",1930.08030513152
"129",1962.71985000967
"130",1981.00518929134
"131",2029.46484685165
"132",2112.6073991825
"133",2188.19218964037
"134",2218.69808733929
"135",2242.34865080972
"136",2237.68964372501
"137",2193.87796689538
"138",2171.32936742465
"139",2141.95422210795
"140",2099.4023349013
"141",2074.32063840212
"142",2063.39821504137
"143",2075.625920929
"144",2116.71545889866
"145",2160.81684814052
"146",2187.93559127806
"147",2196.60596859994
"148",2178.99314152194
"149",2132.87433050861
"150",2081.70239789847
"151",2026.91009491937
"152",1996.97841982124
"153",2011.51235945078
"154",2046.28300865807
"155",2066.0976583255
"156",2055.53680733287
"157",2030.28406836404
"158",2016.86151523842
"159",1998.31890879276
"160",1985.42602084267
"161",1966.10230966116
"162",1924.0161006017
"163",1861.61024283019
"164",1811.66551743641
"165",1774.72283208217
"166",1758.89500851103
"167",1765.15017020992
"168",1742.80428012392
"169",1698.25939973222
"170",1635.46938604535
"171",1601.57129035899
"172",1570.11376912414
"173",1508.47240987539
"174",1452.23792955195
"175",1394.3464778174
"176",1344.03891602194
"177",1330.2829329758
"178",1371.42803213537
"179",1398.6258286423
"180",1406.53165622828
"181",1411.40537677529
"182",1401.81417424297
"183",1402.61580763488
"184",1389.24866635126
"185",1372.9386648486
"186",1391.71707742575
"187",1383.6892397646
"188",1359.4413271894
"189",1349.67754920054
"190",1336.30361554793
"191",1331.68680726387
"192",1314.21180997528
"193",1289.17431265338
"194",1279.75306212185
"195",1310.46807793562
"196",1352.69501620043
"197",1402.94972091677
"198",1461.11883680992
"199",1482.09562221411
"200",1468.83972106174
"201",1444.72596673598
"202",1458.95815249677
"203",1488.8431188421
"204",1524.27912871353
"205",1541.22827318783
"206",1508.25218716824
"207",1454.44986964799
"208",1388.74897603064
"209",1349.99508871704
"210",1325.33684883661
"211",1347.74989606638
"212",1413.00607449119
"213",1494.29927867409
"214",1570.88848097063
"215",1655.85867138139
"216",1721.20857193453
"217",1749.18298535083
"218",1805.23118689439
"219",1859.44145667061
"220",1897.74708382667
"221",1915.04281895348
"222",1935.67108112615
"223",1922.48193393415
"224",1855.27270597724
"225",1787.66986040776
"226",1728.84479987721
"227",1642.01865714578
"228",1557.68332430907
"229",1519.74898519445
"230",1497.01599716233
"231",1472.28114074019
"232",1456.58174503579
"233",1427.71698308556
"234",1370.3392814582
"235",1259.23770131312
"236",1145.62584042035
"237",1037.49450648309
"238",956.264851435533
"239",909.065865829167
"240",875.886846641257
"241",825.000798200565
"242",782.893788138417
"243",763.858005507578
"244",712.461897472179
"245",655.14020789419
"246",596.261572432073
"247",514.417379642575
"248",439.691274765419
"249",341.393872033403
"250",254.091184526012
"251",218.334074288279
