"","x"
"1",2000
"2",1935.31394357624
"3",1876.41832750005
"4",1860.86106114452
"5",1812.02302003498
"6",1773.47165668648
"7",1755.71593946844
"8",1730.76272513097
"9",1712.58541070678
"10",1709.2588704951
"11",1686.85166112172
"12",1624.30969845883
"13",1545.41911559978
"14",1502.706584593
"15",1485.36095896562
"16",1458.81440968481
"17",1443.63865310741
"18",1426.40381262296
"19",1384.62389579195
"20",1357.60410840562
"21",1332.39104457588
"22",1317.95858680798
"23",1319.06642196711
"24",1325.88844642119
"25",1287.63086548622
"26",1237.6951363176
"27",1203.5297081076
"28",1161.53926669194
"29",1103.56203650556
"30",1081.03265415138
"31",1075.33886887914
"32",1066.33707357532
"33",1085.53555512438
"34",1097.71402404451
"35",1078.032561229
"36",1033.90714707725
"37",973.149829964084
"38",904.769796838947
"39",861.361964571174
"40",814.392561786566
"41",782.096032805452
"42",772.186719366854
"43",791.882153445399
"44",790.197395190702
"45",776.971277301295
"46",765.567279281734
"47",732.140560404655
"48",712.542781597378
"49",673.050405188349
"50",631.33001681215
"51",628.573738716781
"52",600.223003774158
"53",579.237971072951
"54",548.851546899032
"55",548.670307517913
"56",542.951043086819
"57",532.707294743368
"58",509.947470673184
"59",480.719265610659
"60",451.530856264323
"61",449.036943128767
"62",448.274102399264
"63",452.237396237781
"64",442.47819633076
"65",426.073373605793
"66",432.507823953078
"67",471.398992629626
"68",525.411528176921
"69",581.230786593864
"70",629.195538521941
"71",638.861427871976
"72",640.848245338281
"73",678.52539996211
"74",717.984123933276
"75",782.582910215327
"76",839.422342462731
"77",845.073132511685
"78",821.941509756537
"79",790.724275315257
"80",744.338375122324
"81",685.874165431063
"82",649.856471726335
"83",653.879940291126
"84",662.839800593357
"85",687.926505499305
"86",707.886208909567
"87",707.317500439834
"88",724.561061803353
"89",733.061002823403
"90",742.533539570901
"91",746.823285155968
"92",727.228535243691
"93",702.267993501809
"94",701.212532634701
"95",704.835708812592
"96",704.06483849013
"97",656.045968487121
"98",587.541900133627
"99",526.273952282926
"100",494.92378980721
"101",454.28266026559
"102",368.108567359932
"103",320.873295846992
"104",288.061299932092
"105",249.692948835473
"106",210.705897641025
"107",172.202958740702
"108",147.094354416446
"109",132.101674380525
"110",149.80939724725
"111",160.939111741019
"112",207.821067410935
"113",256.784620302423
"114",268.373699599948
"115",237.193401619415
"116",208.810884818659
"117",228.674161574791
"118",256.936436430253
"119",299.038280305896
"120",313.367164470565
"121",297.224484744603
"122",296.03572576646
"123",309.130199861685
"124",288.772497325751
"125",263.424083431289
"126",240.956448121654
"127",202.875293494812
"128",181.961453450943
"129",179.118291410085
"130",175.784779329197
"131",173.355572520907
"132",167.939245810797
"133",174.175104481675
"134",188.686181863371
"135",204.321294139746
"136",207.98051479994
"137",199.593445664703
"138",186.867768554989
"139",184.200782378993
"140",194.963204601836
"141",203.290859741649
"142",212.90590542378
"143",232.95591193109
"144",243.617803253427
"145",254.147311246059
"146",267.082413499478
"147",270.243229302228
"148",263.772052150412
"149",282.17660687172
"150",289.799019722874
"151",309.415506815949
