"","x"
"1",0
"2",-30.1358192311882
"3",-45.5861660101321
"4",-45.6271665155879
"5",-19.6396012830405
"6",17.5643022153083
"7",34.6292456048082
"8",60.6667215278972
"9",88.6670688024968
"10",96.0485249370319
"11",116.289660654761
"12",171.435616492169
"13",251.958714456129
"14",319.626323899176
"15",376.260489581162
"16",412.70539909101
"17",417.972530628076
"18",419.326654408036
"19",426.367825075949
"20",427.301530462385
"21",404.729103023713
"22",400.569094655881
"23",422.897106796849
"24",440.675540986091
"25",445.142591007757
"26",424.817922135306
"27",404.08440403256
"28",386.104456754911
"29",364.213999524929
"30",377.341315622473
"31",417.598282516768
"32",470.124567967246
"33",540.505532115085
"34",594.493547291057
"35",617.842594253797
"36",584.83966956765
"37",511.463578188307
"38",513.923477635568
"39",554.954977659992
"40",554.907728895786
"41",528.400908002389
"42",500.717386439647
"43",503.30849105913
"44",554.701915844284
"45",606.604415359426
"46",633.191392288991
"47",637.182798392757
"48",632.641481720661
"49",627.804389521755
"50",641.975335538557
"51",698.946560344376
"52",764.961844237023
"53",806.151928209682
"54",838.888265727327
"55",862.409704258051
"56",861.248836619362
"57",885.58077870948
"58",926.889015170963
"59",970.758456176987
"60",976.890842858424
"61",989.864836890158
"62",1024.06990229897
"63",1041.5801121995
"64",1046.93974565096
"65",1049.43524420819
"66",1048.61645128926
"67",1035.45726674516
"68",981.638878663356
"69",933.587321423936
"70",888.061452449186
"71",822.839464403213
"72",767.925631218057
"73",738.442846520021
"74",739.639216968622
"75",787.946194094752
"76",833.719263978037
"77",848.733695480181
"78",882.900767688599
"79",915.404926897446
"80",898.264549647911
"81",862.866239334211
"82",824.050982783449
"83",819.974732433372
"84",819.47550351155
"85",826.446628187935
"86",839.586605537306
"87",856.364938975999
"88",844.441869877883
"89",792.588896146841
"90",751.240828633109
"91",682.047389587021
"92",596.003754747937
"93",521.734316259035
"94",456.874124470082
"95",419.775248709591
"96",381.960340430714
"97",351.856494026637
"98",348.084429867245
"99",350.53176035923
"100",362.645173684299
"101",348.895817193975
"102",313.535046282106
"103",243.695448148886
"104",164.359457454557
"105",92.1167261993109
"106",42.2201033298907
"107",-2.65512985873491
"108",-68.9147884725537
"109",-155.043585247819
"110",-230.751877589837
"111",-290.271711390687
"112",-333.222497486053
"113",-362.153682826952
"114",-378.737982643641
"115",-347.36643467168
"116",-306.306177463829
"117",-320.970234668951
"118",-361.713671699654
"119",-391.870459965047
"120",-424.454285451418
"121",-421.763071320822
"122",-408.764355573923
"123",-388.089069257214
"124",-356.006385811994
"125",-320.326425429852
"126",-294.118870261255
"127",-275.753917872325
"128",-265.454155528943
"129",-295.898806899534
"130",-282.397263180811
"131",-261.742324389883
"132",-247.687689780068
"133",-209.488606449777
"134",-183.974852184112
"135",-185.137462818274
"136",-215.33564369181
"137",-210.988084306795
"138",-166.629427640534
"139",-86.400972299909
"140",-32.8115854703474
"141",-7.5651049943241
"142",24.036089152048
"143",57.2446870360878
"144",115.303939310981
"145",198.717635461896
"146",269.210090800469
"147",318.013682548577
"148",353.896877378239
"149",349.565418118567
"150",367.164562543339
"151",389.669984687483
