"","x"
"1",25.2755609175404
"2",19.8020395612949
"3",7.85283589668903
"4",16.3149451188093
"5",16.5552329463616
"6",23.00278392999
"7",25.3481776496364
"8",35.1726167959796
"9",36.2702375731476
"10",38.5199664883875
"11",43.0708518921241
"12",36.8742906474286
"13",32.4213932551521
"14",18.488671097552
"15",19.6986519797507
"16",-3.86726063472629
"17",16.4053881783163
"18",26.7320569051503
"19",34.3466342399732
"20",34.3067554696426
"21",26.8130633272602
"22",29.4839315418163
"23",31.0975882636201
"24",31.1684744339005
"25",25.0153030312377
"26",25.1273250711761
"27",15.6805325244364
"28",1.05745505470462
"29",-14.3856612178599
"30",-17.2527590546579
"31",-15.0377272495432
"32",-26.0584367753362
"33",-32.043638543823
"34",-20.9126707549721
"35",-4.22296979286092
"36",5.12869251535917
"37",-5.3784399267941
"38",6.550707767407
"39",21.9531350776906
"40",14.8265223367992
"41",24.8032975016703
"42",17.0159718741364
"43",8.8441991320597
"44",15.8003273761938
"45",16.9944609852816
"46",27.4273481733598
"47",16.1979276659593
"48",0.359954462508327
"49",5.61958283325525
"50",11.7195420446292
"51",6.21259826607559
"52",0.654934596986259
"53",4.54961120355847
"54",-2.82743836647808
"55",-8.85761917733716
"56",-0.697067542234578
"57",11.5968693974632
"58",28.761447230954
"59",38.2742699499417
"60",30.4557021041507
"61",50.3128047688296
"62",52.8800558618364
"63",51.7014604978404
"64",44.7313572251078
"65",54.064547231672
"66",56.9268644140121
"67",65.1500876124339
"68",58.6174582546705
"69",66.7929491504433
"70",67.4859030230722
"71",55.8697816963719
"72",35.8578025704421
"73",21.2543185490761
"74",25.5911237210639
"75",25.4092707695908
"76",32.1058714324401
"77",34.1227057927897
"78",34.6719784249607
"79",28.4949239160723
"80",26.5235289588801
"81",49.7577369133071
"82",51.3315869400055
"83",51.1922185764124
"84",61.7352450784013
"85",59.5236404287672
"86",39.9390326214891
"87",38.7647555758543
"88",29.3897551992566
"89",26.9591423366482
"90",22.2731082338701
"91",30.2151236120533
"92",36.0112431522372
"93",28.0354432321623
"94",22.831565420152
"95",28.6048147498915
"96",28.5710873415283
"97",44.9141995987476
"98",28.7927244224708
"99",23.2478600086636
"100",16.794429062812
"101",26.5447019079617
"102",26.0921133345234
"103",20.3060305465569
"104",4.99563598467043
"105",-2.29834156177254
"106",9.16406454446994
"107",16.2856063296763
"108",5.16847250460366
"109",9.20082915072853
"110",16.6211462915574
"111",44.4519143527
"112",55.8467873700365
"113",55.211397295542
"114",52.657141334361
"115",56.8163150110096
"116",61.853504288384
"117",54.2289124405455
"118",48.3568737957485
"119",50.516497802735
"120",64.1364794233524
"121",54.1337705597555
"122",35.9723480968634
"123",57.0570858546659
"124",63.5321766796603
"125",56.8464117321422
"126",46.1243815840198
"127",51.4995154794325
"128",42.8976243945847
"129",52.283684505159
"130",51.7912260737377
"131",46.166957686785
"132",54.5371550459644
"133",56.1949361392474
"134",36.2461011057344
"135",31.9975259842445
"136",33.8996282205728
"137",10.1498344314453
"138",20.1289819921048
"139",30.2158858737234
"140",21.3671032615203
"141",16.0836716231484
"142",27.8667314560499
"143",26.0941354421382
"144",13.5855311606852
"145",22.030032921715
"146",40.4472245981477
"147",43.2812592013005
"148",48.2959375723383
"149",57.8516669552466
"150",46.7304839931335
"151",42.5451148114994
"152",45.0294237512145
"153",32.8662502014536
"154",30.3497449233125
"155",20.2573906263726
"156",38.8779398444193
"157",52.4285233990847
"158",82.7558396815631
"159",87.3787192320715
"160",82.4157554001266
"161",81.7089192229958
"162",74.6803320691774
"163",47.463913674759
"164",34.8136072021978
"165",34.7796262175101
"166",26.8031761281637
"167",27.8138554197876
"168",28.7553368780856
"169",27.757494970672
"170",24.7802743281006
"171",15.461487200378
"172",14.6680056409428
"173",21.1001523146232
"174",9.0065733109581
"175",25.2499372571637
"176",36.63806290394
"177",39.1146469326633
"178",29.6058366973751
"179",31.9555657344641
"180",18.7733825955832
"181",21.2977429358284
"182",38.0831034773951
"183",28.118700374768
"184",48.8608798338302
"185",51.5914280791671
"186",51.2533819550126
"187",47.9321454496045
"188",45.4804991702822
"189",49.2198605582473
"190",52.6692872770824
"191",55.3900600758369
"192",45.50318844702
"193",55.1443255693483
"194",67.3922232331994
"195",62.1823632612208
"196",51.5983820153215
"197",65.1743940478106
"198",92.7928277541675
"199",104.058160446356
"200",95.6817731389514
"201",92.8090800714373
"202",86.0285452531798
"203",100.044402708705
"204",98.0791634831489
"205",97.3949688919362
"206",95.5286203869652
"207",95.888606296875
"208",88.0022200708601
"209",72.0183007460357
"210",61.7741278532177
"211",43.382194298115
"212",26.8979504485198
"213",23.1165953955054
"214",39.9167416729418
"215",49.0466065398376
"216",50.5378399033389
"217",50.6942412943687
"218",39.9515476586539
"219",46.9537327997589
"220",48.1887156317437
