"","x"
"1",139.901999095323
"2",131.878361272227
"3",137.383254242043
"4",141.241023811692
"5",131.690882131775
"6",120.444264402656
"7",132.192453892527
"8",125.731518219332
"9",114.687747554413
"10",119.196774985262
"11",120.943795870435
"12",122.66678795491
"13",121.163000140343
"14",130.223979381594
"15",119.058273922654
"16",117.789561956987
"17",124.212361129038
"18",128.669268073177
"19",129.587547910432
"20",125.81680330832
"21",126.313874848556
"22",135.033534577173
"23",147.628532048998
"24",129.600345435058
"25",118.043085211988
"26",122.188411389043
"27",134.180265421842
"28",131.55828982402
"29",126.753927000857
"30",118.204898908137
"31",119.118275994286
"32",130.507214449185
"33",126.333433802654
"34",126.979313437088
"35",119.931030512788
"36",115.728095342327
"37",136.171092636233
"38",123.991974945153
"39",130.866434217268
"40",118.548038877183
"41",128.766540737675
"42",124.422010165998
"43",143.315387453346
"44",147.302320287174
"45",146.295246745737
"46",130.018371833103
"47",130.388235677371
"48",141.868942535542
"49",122.342186429639
"50",132.526494521255
"51",129.014352660206
"52",131.326593698082
"53",136.595425833792
"54",125.690732304819
"55",139.008103188856
"56",143.922341053083
"57",136.144002677896
"58",134.24936853174
"59",122.473414653872
"60",110.06827176218
"61",127.214904589428
"62",116.169759168679
"63",141.294326796618
"64",140.501752231592
"65",120.497024930318
"66",126.252016992116
"67",126.179095168628
"68",148.454628742757
"69",127.081553696961
"70",158.74094975189
"71",134.856218029441
"72",135.413382115683
"73",117.775806075334
"74",127.966908829532
"75",128.061725790482
"76",138.986707113845
"77",134.034170449182
"78",129.649497805588
"79",125.181891312605
"80",125.574095459202
"81",132.78233353871
"82",134.484289035077
"83",125.774276330875
"84",154.678550721857
"85",135.564271445767
"86",144.326018512995
"87",147.550751902018
"88",134.214028336295
"89",140.460629277628
"90",125.714959218374
"91",144.445860096353
"92",151.170217729991
"93",154.380978245503
"94",138.873863451527
"95",139.386486418258
"96",146.319001556404
"97",138.718636759729
"98",132.807142299346
"99",144.688991762733
"100",141.21305638039
"101",136.413712807557
"102",148.484381506697
"103",142.963701942288
"104",145.627619064053
"105",122.322554526536
"106",139.68585778761
"107",125.522616918371
"108",148.038904874699
"109",136.921637472987
"110",140.321262947463
"111",165.623851189289
"112",123.496764375819
"113",138.623466288847
"114",136.611611301842
"115",134.531869842601
"116",145.830770252747
"117",135.640806904479
"118",144.102797555564
"119",156.68456951974
"120",122.976747780018
"121",146.827387315536
"122",161.667444847722
"123",147.941675179435
"124",120.2571214729
"125",142.560670442969
"126",134.795317088455
"127",150.496872404932
"128",138.69758423923
"129",140.487116238502
"130",145.498522079798
"131",144.264733996676
"132",139.068254542135
"133",143.395425681955
"134",157.18424317407
"135",149.746794011767
"136",140.351349723931
"137",135.894414441393
"138",154.649945545986
"139",153.719486515135
"140",143.559365248889
"141",154.097029646372
"142",134.645524989357
"143",158.011338632309
"144",158.42977824903
"145",139.561456673505
"146",144.333485568717
"147",134.295979117849
"148",148.46375977917
"149",123.422858922461
"150",144.57591172877
"151",136.780970949299
"152",138.253108126051
"153",146.120868805961
"154",140.366776930352
"155",161.345437504422
"156",154.703272393192
"157",162.503452090111
"158",154.03016036473
"159",141.805063494396
"160",153.11463357111
"161",154.909592721762
"162",155.231019224361
"163",146.495554674112
"164",153.19748449344
"165",147.066085990541
"166",142.994747208762
"167",155.593949677851
"168",139.995914667167
"169",149.857166653648
"170",170.963028381824
"171",143.671435469158
"172",152.307416477607
"173",153.058312853734
"174",156.919329841888
"175",139.7466355021
"176",151.426772792874
"177",145.397832111183
"178",146.517475556287
"179",150.423862547679
"180",158.972911253627
"181",144.240148351241
"182",141.296250812628
"183",152.969845395904
"184",155.808226408355
"185",156.293112171513
"186",155.39184029256
"187",157.66743639336
"188",145.91932319815
"189",145.405751882888
"190",152.415454962245
"191",162.392328093265
"192",139.413694569731
"193",153.686652907803
"194",151.741588761116
"195",154.712720551149
"196",145.669691307661
"197",174.908875530186
"198",156.383702771889
"199",153.887958601015
"200",167.311601369448
"201",159.613336434506
"202",168.977871208737
"203",169.357988314549
"204",148.162791449706
"205",163.950977731494
"206",149.266503765377
"207",145.704049596497
"208",170.012694147236
"209",154.3838677952
"210",163.437137671083
"211",149.752585918947
"212",146.350855988825
"213",135.719626351344
"214",165.748476222167
"215",160.037686054704
"216",153.108618231533
"217",155.066885828935
"218",153.019176398993
"219",165.224549044474
"220",153.525864721035
