"","x"
"1",300
"2",318.661171610613
"3",309.973683013646
"4",305.255832148235
"5",307.404828242871
"6",282.946835889379
"7",255.328582765712
"8",259.406044377735
"9",242.406150082502
"10",237.238752077665
"11",236.073647638469
"12",227.344444995468
"13",222.420204000144
"14",241.833048144649
"15",237.655401470222
"16",229.054013868709
"17",229.128331939102
"18",216.45275212237
"19",229.975036393229
"20",227.053541190542
"21",231.614379808985
"22",233.62370346386
"23",249.99921307258
"24",252.257965059071
"25",257.983241413518
"26",261.727561205029
"27",268.086034525727
"28",277.635557668088
"29",285.04207910988
"30",303.531943678183
"31",306.539726155347
"32",306.922636616652
"33",316.225597685819
"34",327.471080637751
"35",309.824454669948
"36",287.74562388545
"37",284.576255423418
"38",278.608396877156
"39",291.272221321245
"40",293.09770806879
"41",285.073005775402
"42",274.318526445554
"43",278.585880765659
"44",277.746953810809
"45",287.707393492608
"46",275.650006390799
"47",288.601024440184
"48",294.422816582119
"49",292.72236511662
"50",292.376688508719
"51",289.418217465299
"52",282.309665807458
"53",273.407803401916
"54",288.744632075431
"55",298.253499506292
"56",299.258594522389
"57",301.511654415919
"58",307.815749768978
"59",309.537025648068
"60",315.773209432739
"61",304.121005547404
"62",314.298298518992
"63",320.534767930199
"64",330.424720316625
"65",333.595450489146
"66",332.106265529703
"67",329.557443498283
"68",325.367305865194
"69",316.79564577142
"70",320.962535748952
"71",315.794004538688
"72",310.709276095994
"73",295.027893825043
"74",314.595597545564
"75",312.625768617949
"76",326.782050462677
"77",341.626544393278
"78",335.591201490047
"79",353.145250186822
"80",366.877931100476
"81",364.423719801372
"82",354.155704410538
"83",347.659626329025
"84",343.280192051767
"85",334.337991819498
"86",346.1206077776
"87",341.664082984567
"88",325.463059691444
"89",333.083405884945
"90",352.041971325284
"91",351.016186938456
"92",352.794213710404
"93",370.060039282822
"94",390.191377230322
"95",378.75019353259
"96",360.863969439978
"97",345.194520069254
"98",345.355212991895
"99",332.745641485288
"100",326.627102194558
"101",328.03821010869
"102",316.66383781814
"103",328.23936512797
"104",334.906540412457
"105",336.28575913381
"106",346.236138710231
"107",347.086978586284
"108",346.731476778229
"109",345.010329875884
"110",342.578983265533
"111",323.089141207116
"112",324.070765337487
"113",319.299206841353
"114",323.396290802609
"115",321.643556763766
"116",332.868473701024
"117",324.690797770701
"118",323.964524145502
"119",325.137850979665
"120",336.847020449233
"121",327.244481011
