"","x"
"1",33.3030197778364
"2",35.5486411669124
"3",17.5925033585658
"4",20.2139582325582
"5",41.6928849353822
"6",10.5800357579684
"7",23.7445259057519
"8",16.1280442905383
"9",22.1384913049909
"10",23.8799404728811
"11",47.2316849413613
"12",32.4918418661009
"13",35.9261237473429
"14",48.1104889811061
"15",27.4308575528905
"16",45.8578522848534
"17",48.7369699464019
"18",31.1036947156691
"19",39.0955601377077
"20",46.7181157386035
"21",39.9058916055609
"22",18.030397228979
"23",35.8299510729449
"24",30.1807466549024
"25",36.4663038960025
"26",27.7458854905326
"27",19.9826397765682
"28",20.1227351420954
"29",18.5354030525361
"30",44.7155331316317
"31",44.2806950548128
"32",31.2277791407995
"33",20.3221656910722
"34",27.555286691038
"35",26.4008969782844
"36",31.4436294607785
"37",42.8917131415457
"38",37.2950343527144
"39",36.296808067441
"40",52.502574828955
"41",41.2076523971893
"42",41.8896071886121
"43",54.4213543637575
"44",28.8073341624222
"45",47.0254845154044
"46",43.1658620128939
"47",38.4209687353901
"48",26.0627682012947
"49",25.3262129203927
"50",49.2427043659934
"51",53.8623007624306
"52",37.2666485295801
"53",62.2063449243001
"54",36.1440552235759
"55",36.2161550449601
"56",28.6742809085277
"57",36.8238637671857
"58",21.4806483266546
"59",57.9857427699299
"60",61.8006435102025
"61",36.3491241446625
"62",19.5974985178195
"63",50.3507116659623
"64",39.2305451385648
"65",34.7158843731583
"66",47.714414061757
"67",32.8053540033955
"68",49.6172837743718
"69",39.542314687671
"70",49.719885895493
"71",54.5517020294766
"72",64.3804565608754
"73",47.3254322502896
"74",41.6034039695762
"75",41.7901875679309
"76",36.1880827572604
"77",52.4597248766215
"78",28.4574725191061
"79",49.1826780524645
"80",20.0874938794801
"81",41.8472761646628
"82",57.8020337803355
"83",59.528602084571
"84",61.4945594504156
"85",54.5153574812382
"86",56.3659218317886
"87",50.0020161953095
"88",45.2289046725482
"89",34.6011788717373
"90",43.4167110877156
"91",73.4011518886884
"92",51.6494418284682
"93",48.6968409910014
"94",50.4943258312377
"95",57.2530245736111
"96",53.0372767443051
"97",50.2284299600537
"98",48.431879307695
"99",55.820498963494
"100",42.0530559547825
"101",68.995672897556
"102",48.2668663816166
"103",51.6558240289583
"104",33.8295051286239
"105",56.0852946831232
"106",35.3363549411003
"107",50.5368832509491
"108",50.7234725650251
"109",48.9448709609207
"110",45.8135120645667
"111",49.4505569687475
"112",59.7487657440319
"113",50.758514498793
"114",48.156592632876
"115",47.5051913227947
"116",55.8724130059958
"117",65.8683746406382
"118",63.4808465240224
"119",38.6767962210449
"120",64.9060074143381
"121",63.2284960681755
"122",54.9306745133521
"123",66.3306290591654
"124",33.4685924783466
"125",71.1786446580252
"126",66.9418457112039
"127",56.5674705971994
"128",62.0907737867174
"129",49.8406402235231
"130",63.7789315273847
"131",47.5483443666538
"132",52.0985493210563
"133",45.3577356366241
"134",48.7669679419445
"135",51.8059160371932
"136",75.1218913558216
"137",42.6651792942102
"138",64.4071396264985
"139",49.2091112465372
"140",50.6282079417233
"141",51.1733040132751
"142",48.1341424935705
"143",37.1795161387299
"144",51.4282407775807
"145",55.4134720354196
"146",50.3823645521856
"147",82.1421576615127
"148",59.9999351524404
"149",52.5634547152441
"150",65.1287855576265
"151",70.8036007173871
"152",43.9388505457315
"153",52.1274504831044
"154",68.9221156208596
"155",77.1286745053216
"156",63.3985437392683
"157",70.7844754877915
"158",69.5761076378539
"159",69.4677124794837
"160",59.4022921984875
"161",66.649723079616
"162",57.9359630906301
"163",69.1393875707183
"164",63.9947717658779
"165",76.2195483113605
"166",69.8309395661812
"167",51.6749399911756
"168",67.2757529012619
"169",55.6698448269435
"170",68.157558780195
"171",84.5639571550601
"172",73.3383315481082
"173",61.0744719104145
"174",60.4145217559254
"175",66.9705023216357
"176",69.2038259828067
"177",62.4392495285741
"178",72.9284893734737
"179",76.13344516236
"180",66.6518958571544
"181",63.9503055875348
"182",81.6920772495515
"183",74.4597275925759
"184",80.0275614640834
"185",74.227116818014
"186",47.1223436674475
"187",65.5459135840793
"188",81.3119637755464
"189",86.8404934375102
"190",67.1328068806752
"191",80.7922386014414
"192",87.5098150757114
"193",70.426662742217
"194",72.7067392573495
"195",90.8559959543053
"196",87.2375682401795
"197",76.7471652813408
"198",73.6193716182577
"199",75.5217879887862
"200",76.6142554326376
"201",83.9422538572964
"202",65.0307816323754
"203",99.2521133917842
"204",72.5130045952449
"205",76.3534031071573
"206",86.5291025061407
"207",79.5342693917644
"208",84.3999764903799
"209",90.8138490513258
"210",81.3996436774205
"211",81.1325066180447
"212",90.991133289775
"213",95.9417850399331
"214",89.317284673829
"215",81.4369480484656
"216",78.4610380256587
"217",86.5540032211895
"218",76.8199275477394
"219",72.9806967715479
"220",87.9375940114159
