"","x"
"1",89.2801381831087
"2",119.006142675864
"3",110.737911648757
"4",110.053735587308
"5",126.619306829396
"6",101.914493524632
"7",66.7051716814765
"8",85.7418164423606
"9",101.422154368574
"10",94.6563274320201
"11",85.9272709747118
"12",54.0837971190828
"13",65.9021743402769
"14",59.9901757149515
"15",80.8530355126393
"16",94.7225620343008
"17",73.0196261294746
"18",46.8026561006513
"19",71.9237934016191
"20",75.9402624668167
"21",53.926993720702
"22",80.7653769217177
"23",95.6781271558642
"24",79.5892269766755
"25",77.2754844570227
"26",81.1037515565591
"27",78.0941363505786
"28",90.0422201625943
"29",130.922811353824
"30",120.444454760322
"31",68.0194939001912
"32",93.0532314204547
"33",116.141753782236
"34",95.4276294441706
"35",97.3612969875834
"36",115.971129449355
"37",92.653963600806
"38",109.16528914707
"39",86.3955747290239
"40",130.960139964645
"41",37.7662418513385
"42",75.690811252731
"43",53.1643485412795
"44",102.356660893352
"45",65.5464257858206
"46",87.6776583174828
"47",74.1770398521889
"48",91.6373472477609
"49",107.470001365336
"50",86.6948912528877
"51",138.114082611445
"52",76.8069991903881
"53",89.9998709045262
"54",84.1486609083894
"55",112.285456289544
"56",94.3949706137308
"57",99.1307776019649
"58",90.8453852227425
"59",75.1550201486132
"60",91.5362145229736
"61",61.1751108439537
"62",134.506078810152
"63",48.5717103117715
"64",56.5645798146803
"65",113.551812567823
"66",89.7139671582085
"67",97.0292487422313
"68",86.6200789311039
"69",99.2883279104618
"70",70.3096793681871
"71",68.6181619922517
"72",94.1145825060518
"73",77.5674429369573
"74",61.9767096912644
"75",75.1612896706104
"76",72.5105324166203
"77",88.6468358982088
"78",99.9219526559303
"79",107.825930550004
"80",94.5375856375251
"81",79.9790821880619
"82",86.995689200311
"83",86.4978106585687
"84",111.124175813371
"85",92.5897949137796
"86",72.6707802786578
"87",119.630640126408
"88",50.6617242481414
"89",55.5562146877368
"90",79.9078500333502
"91",57.193792055675
"92",67.3794920298221
"93",65.8020402130105
"94",100.28810081589
"95",90.9587538410103
"96",76.1929531832009
"97",92.304849884985
"98",90.2201630793971
"99",68.682244250945
"100",58.0547826672727
"101",109.130244555825
"102",73.6787731954906
"103",115.989477093546
"104",84.9416905854609
"105",120.649282917323
"106",114.458879601166
"107",101.452764591102
"108",108.975477836097
"109",78.5907914827365
"110",103.243568215514
"111",97.3281207337928
"112",108.568902196652
"113",93.8022146849987
"114",90.0385618862426
"115",125.625862357106
"116",92.4014352574057
"117",91.4060425269327
"118",54.6490654589178
"119",68.7424855417727
"120",69.3557050514282
"121",104.514456362559
"122",117.848176379427
"123",103.139532015619
"124",108.581390366988
"125",129.294066537851
"126",94.43172329516
"127",81.5321700152147
"128",113.511049967249
"129",71.0039526861246
"130",107.620016377202
"131",98.1304391038062
"132",100.882315831774
"133",105.368297737319
"134",97.4550783117033
"135",106.179931868014
"136",114.426046764973
"137",106.140411485558
"138",100.06088484715
"139",89.6355563273626
"140",111.85124693292
"141",99.5343717703613
"142",87.7985642483468
"143",112.346241651293
"144",99.2636256772813
"145",134.396326038707
"146",91.3729706849816
"147",111.012859687783
"148",91.4099287943547
"149",111.738231771175
"150",83.4865083727836
"151",104.982562783222
"152",80.3128949015838
"153",89.5886805213136
"154",78.8331641309224
"155",86.3740381852261
"156",104.384876216173
"157",96.2372404236304
"158",73.4581430096817
"159",123.128619020389
"160",94.474299420809
"161",102.012160259256
"162",83.81907176248
"163",130.434263560715
"164",97.5582025242223
"165",94.3668921030642
"166",83.3448113906941
"167",127.424357948318
"168",96.3984573151234
"169",87.3185646467578
"170",100.649876355848
"171",91.4417885149149
"172",85.8550938752189
"173",105.782329158517
"174",107.67403091505
"175",98.4602554434425
"176",72.8594839603224
"177",60.9525789004315
"178",119.510382510602
"179",95.9308428965582
"180",98.5447150286359
"181",87.3636712137101
"182",99.0285830252765
"183",101.972807165478
"184",102.301556980306
"185",105.365537754175
"186",90.113206424388
"187",129.254212088979
"188",98.1564478912548
"189",90.1006759762645
"190",130.333349625417
"191",107.84795044771
"192",94.4898951519539
"193",109.865877616265
"194",104.403045520575
"195",75.116164081765
"196",76.7314791211352
"197",69.3662980867495
"198",72.5532259934762
"199",47.3684619487344
"200",74.5144295958575
